page,product_id,product_name,old_url,new_url,status
40,13600395,Intercooler Radiator,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710735_bdbb17ea-965a-434c-aada-1f9fa8a4aaa5.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710735_bdbb17ea-965a-434c-aada-1f9fa8a4aaa5.jpeg,UPDATED
40,13600395,Intercooler Radiator,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710735_5ba9ec7c-2a88-493c-b7bc-83021a7f6439.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710735_5ba9ec7c-2a88-493c-b7bc-83021a7f6439.jpeg,UPDATED
40,13600396,Coolant Hose Pipe,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710954_0195f8eb-b294-49fc-9ee7-e9f3ccb2dcf2.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710954_0195f8eb-b294-49fc-9ee7-e9f3ccb2dcf2.jpg,UPDATED
40,13600396,Coolant Hose Pipe,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710954_767ff50e-d6df-4906-bfc6-6a38c2b666cc.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710954_767ff50e-d6df-4906-bfc6-6a38c2b666cc.jpg,UPDATED
40,13600397,Glove Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711138_35732db7-4c1c-4896-878c-f5a429e9ae39.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711138_35732db7-4c1c-4896-878c-f5a429e9ae39.jpg,UPDATED
40,13600397,Glove Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711138_3101cb6b-e3b2-415e-bff6-200637151281.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711138_3101cb6b-e3b2-415e-bff6-200637151281.jpg,UPDATED
40,13600398,Glove Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711137_e6c7f90e-7559-42f0-9e39-0daea26ded6d.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711137_e6c7f90e-7559-42f0-9e39-0daea26ded6d.jpg,UPDATED
40,13600398,Glove Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711137_708aee4c-87d4-4205-b1b2-c93a75533270.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711137_708aee4c-87d4-4205-b1b2-c93a75533270.jpg,UPDATED
40,13600399,Headlight Switch Control Unit,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711176_003a9b9c-2a82-4e68-836a-4ade9ea8c0d0.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711176_003a9b9c-2a82-4e68-836a-4ade9ea8c0d0.jpg,UPDATED
40,13600399,Headlight Switch Control Unit,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711176_6a0f706a-f9ce-430e-96a7-b9f9af2cf4e8.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711176_6a0f706a-f9ce-430e-96a7-b9f9af2cf4e8.jpg,UPDATED
40,13600400,Exhaust gas temperature sensor,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711242_aae089f0-fa5d-4554-b1a0-1a79dcdb8260.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711242_aae089f0-fa5d-4554-b1a0-1a79dcdb8260.jpg,UPDATED
40,13600400,Exhaust gas temperature sensor,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711242_0ea65638-aaf7-40d6-ba38-9d80d07e89a5.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711242_0ea65638-aaf7-40d6-ba38-9d80d07e89a5.jpg,UPDATED
40,13600401,Thermostat,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711260_7adf3427-fbc3-4e9f-8d65-0bd97343ba71.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711260_7adf3427-fbc3-4e9f-8d65-0bd97343ba71.jpg,UPDATED
40,13600401,Thermostat,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24711260_4999740d-953d-43be-a265-53575438cedd.jpg,https://static.recar.lt/images/JVlNnjdlRy/24711260_4999740d-953d-43be-a265-53575438cedd.jpg,UPDATED
40,13600362,Rear bumpers,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24709760_cb0d0d76-b93e-482c-a3dc-9b0589a409db.jpg,https://static.recar.lt/images/JVlNnjdlRy/24709760_cb0d0d76-b93e-482c-a3dc-9b0589a409db.jpg,UPDATED
40,13600362,Rear bumpers,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24709760_6b0692ef-b9e9-4296-a77f-496933e94599.jpg,https://static.recar.lt/images/JVlNnjdlRy/24709760_6b0692ef-b9e9-4296-a77f-496933e94599.jpg,UPDATED
